TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06115040100;06;115;401.00;1
TRACT;06115040201;06;115;402.01;1
TRACT;06115040202;06;115;402.02;1
TRACT;06115040301;06;115;403.01;1
TRACT;06115040302;06;115;403.02;1
TRACT;06115040304;06;115;403.04;1
TRACT;06115040305;06;115;403.05;1
TRACT;06115040400;06;115;404.00;1
TRACT;06115040500;06;115;405.00;1
TRACT;06115040600;06;115;406.00;1
TRACT;06115040701;06;115;407.01;1
TRACT;06115040702;06;115;407.02;1
TRACT;06115040800;06;115;408.00;1
TRACT;06115040901;06;115;409.01;1
TRACT;06115040902;06;115;409.02;1
TRACT;06115041001;06;115;410.01;1
TRACT;06115041002;06;115;410.02;1
TRACT;06115041101;06;115;411.01;1
TRACT;06115041102;06;115;411.02;1
