TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06057000102;06;057;1.02;1
TRACT;06057000104;06;057;1.04;1
TRACT;06057000105;06;057;1.05;1
TRACT;06057000106;06;057;1.06;1
TRACT;06057000107;06;057;1.07;1
TRACT;06057000200;06;057;2.00;1
TRACT;06057000300;06;057;3.00;1
TRACT;06057000401;06;057;4.01;1
TRACT;06057000403;06;057;4.03;1
TRACT;06057000404;06;057;4.04;1
TRACT;06057000502;06;057;5.02;1
TRACT;06057000503;06;057;5.03;1
TRACT;06057000504;06;057;5.04;1
TRACT;06057000601;06;057;6.01;1
TRACT;06057000602;06;057;6.02;1
TRACT;06057000701;06;057;7.01;1
TRACT;06057000702;06;057;7.02;1
TRACT;06057000801;06;057;8.01;1
TRACT;06057000802;06;057;8.02;1
TRACT;06057000900;06;057;9.00;1
TRACT;06057001205;06;057;12.05;1
TRACT;06057001207;06;057;12.07;1
TRACT;06057001208;06;057;12.08;1
TRACT;06057001209;06;057;12.09;1
TRACT;06057001210;06;057;12.10;1
TRACT;06057001211;06;057;12.11;1
