TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06045010100;06;045;101.00;1
TRACT;06045010200;06;045;102.00;1
TRACT;06045010300;06;045;103.00;1
TRACT;06045010400;06;045;104.00;1
TRACT;06045010500;06;045;105.00;1
TRACT;06045010601;06;045;106.01;1
TRACT;06045010602;06;045;106.02;1
TRACT;06045010700;06;045;107.00;1
TRACT;06045010801;06;045;108.01;1
TRACT;06045010802;06;045;108.02;1
TRACT;06045010900;06;045;109.00;1
TRACT;06045011001;06;045;110.01;1
TRACT;06045011003;06;045;110.03;1
TRACT;06045011004;06;045;110.04;1
TRACT;06045011102;06;045;111.02;1
TRACT;06045011200;06;045;112.00;1
TRACT;06045011300;06;045;113.00;1
TRACT;06045011400;06;045;114.00;1
TRACT;06045011501;06;045;115.01;1
TRACT;06045011502;06;045;115.02;1
TRACT;06045011600;06;045;116.00;1
TRACT;06045011700;06;045;117.00;1
TRACT;06045011800;06;045;118.00;1
TRACT;06045990100;06;045;9901.00;1
