TYPE;FULLCODE;STATE;COUNTY;TRACT;SHEETS
TRACT;06023000100;06;023;1.00;1
TRACT;06023000200;06;023;2.00;1
TRACT;06023000300;06;023;3.00;1
TRACT;06023000400;06;023;4.00;1
TRACT;06023000500;06;023;5.00;1
TRACT;06023000600;06;023;6.00;1
TRACT;06023000700;06;023;7.00;1
TRACT;06023000800;06;023;8.00;1
TRACT;06023000900;06;023;9.00;1
TRACT;06023001001;06;023;10.01;1
TRACT;06023001002;06;023;10.02;1
TRACT;06023001102;06;023;11.02;1
TRACT;06023001103;06;023;11.03;1
TRACT;06023001200;06;023;12.00;1
TRACT;06023001300;06;023;13.00;1
TRACT;06023010102;06;023;101.02;1
TRACT;06023010200;06;023;102.00;1
TRACT;06023010300;06;023;103.00;1
TRACT;06023010400;06;023;104.00;1
TRACT;06023010502;06;023;105.02;1
TRACT;06023010503;06;023;105.03;1
TRACT;06023010504;06;023;105.04;1
TRACT;06023010600;06;023;106.00;1
TRACT;06023010701;06;023;107.01;1
TRACT;06023010702;06;023;107.02;1
TRACT;06023010800;06;023;108.00;1
TRACT;06023010901;06;023;109.01;1
TRACT;06023010902;06;023;109.02;1
TRACT;06023011000;06;023;110.00;1
TRACT;06023011100;06;023;111.00;1
TRACT;06023011200;06;023;112.00;1
TRACT;06023011501;06;023;115.01;1
TRACT;06023011502;06;023;115.02;1
TRACT;06023011600;06;023;116.00;1
TRACT;06023940000;06;023;9400.00;1
TRACT;06023990100;06;023;9901.00;1
